,Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color,found_zipcode,found_lat,found_lon
126278,A835106,835106,2021-05-23 13:14:00,05/23/2021 01:14:00 PM,2201 Montopolis Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Blue,78741,30.2225,-97.704472
126279,A834805,*Antonio,2021-05-18 15:59:00,05/18/2021 03:59:00 PM,6503 Bluff Springs in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd Mix,Tan/White,None,,
126280,A834203,*Turtle,2021-05-11 14:07:00,05/11/2021 02:07:00 PM,Florence And East Drive in Austin (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby,78753-4150,30.353551,-97.696059
126282,A820386,Bella,2021-05-25 11:23:00,05/25/2021 11:23:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Brown/White,None,,
126283,A835237,Max,2021-05-25 10:17:00,05/25/2021 10:17:00 AM,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever,Black,78702,30.2523206,-97.6904572
126284,A835239,Pete,2021-05-25 11:16:00,05/25/2021 11:16:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black,None,,
126285,A834782,*Kimono,2021-05-18 12:30:00,05/18/2021 12:30:00 PM,7805 Gault Street in Austin (TX),Stray,Normal,Cat,Intact Female,7 months,Domestic Longhair,Calico,78757,30.3494037,-97.7188676367374
126286,A835171,Oliver,2021-05-24 16:31:00,05/24/2021 04:31:00 PM,Manchaca Road And Frate Barker Road in Austin (TX),Stray,Injured,Dog,Neutered Male,17 years,Australian Cattle Dog Mix,Red Tick,None,,
126287,A835191,Grams 250,2021-05-24 16:14:00,05/24/2021 04:14:00 PM,6301 Berkman Drive in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Blue,78723,30.316559,-97.690755
126288,A835245,A835245,2021-05-25 12:45:00,05/25/2021 12:45:00 PM,2626 Alcott Lane in Austin (TX),Stray,Sick,Cat,Unknown,3 days,Domestic Shorthair,Orange Tabby,78748,30.1741815,-97.83715199038463
126289,A833965,Willow,2021-05-07 19:59:00,05/07/2021 07:59:00 PM,14707 Geneva Drive in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Plott Hound Mix,Black/Brown Brindle,78617,30.129608,-97.616295
126290,A833057,Cool Child,2021-05-25 12:55:00,05/25/2021 12:55:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,7 months,Pit Bull,Fawn,None,,
126291,A833965,Willow,2021-05-15 13:33:00,05/15/2021 01:33:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Plott Hound Mix,Black/Brown Brindle,None,,
126292,A833965,Willow,2021-05-25 13:28:00,05/25/2021 01:28:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Plott Hound Mix,Black/Brown Brindle,None,,
126293,A829070,Dozer,2021-02-01 16:30:00,02/01/2021 04:30:00 PM,Lyndon B Johnson And Franklin D Roosevelt in Manor (TX),Stray,Normal,Dog,Intact Male,11 months,Black Mouth Cur Mix,Brown/Black,None,,
126294,A724912,Dixie,2021-05-25 13:24:00,05/25/2021 01:24:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,5 years,Jack Russell Terrier/Chihuahua Shorthair,Chocolate/White,None,,
126295,A835269,,2021-05-25 13:59:00,05/25/2021 01:59:00 PM,3402 Pickle Drive in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby,78702,30.2674755,-97.6988743181063
126296,A834888,*Denver,2021-05-19 14:27:00,05/19/2021 02:27:00 PM,Circuit Of The Americas Boulevard in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Border Collie/Great Pyrenees,White,78617,30.13563065,-97.63662002361559
126297,A835030,A835030,2021-05-21 16:25:00,05/21/2021 04:25:00 PM,2215 East 51St Street in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Orange/White,78723,30.299762,-97.689736
126298,A835271,Toby,2021-05-25 14:18:00,05/25/2021 02:18:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Chihuahua Shorthair,Black/White,None,,
126299,A834958,*Leia,2021-05-20 16:02:00,05/20/2021 04:02:00 PM,9907 Thaxton Drive in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Labrador Retriever/German Shepherd,Brown/Tan,None,,
126300,A835274,,2021-05-25 14:41:00,05/25/2021 02:41:00 PM,7201 Levander Loop in Austin (TX),Wildlife,Injured,Bird,Unknown,1 year,Cardinal,Brown/Red,78702,30.2523206,-97.6904572
126301,A721496,"New York ""Newsie""",2021-05-03 08:39:00,05/03/2021 08:39:00 AM,3101 Centrum Drive in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Cane Corso Mix,Brown,78754,30.362588,-97.642196
126302,A834393,A834393,2021-05-13 11:15:00,05/13/2021 11:15:00 AM,Estrellas Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,78617,30.2242465,-97.669306
126306,A826934,Luna,2021-05-25 16:00:00,05/25/2021 04:00:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Black,None,,
126307,A835252,Leopard,2021-05-25 12:13:00,05/25/2021 12:13:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,9 months,Domestic Shorthair,Brown Tabby,None,,
126308,A835262,Cosmo,2021-05-25 12:00:00,05/25/2021 12:00:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,10 years,Domestic Shorthair,Black,None,,
126309,A835259,Yellow,2021-05-25 12:34:00,05/25/2021 12:34:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,None,,
126310,A835260,Green,2021-05-25 12:34:00,05/25/2021 12:34:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,None,,
126311,A835258,,2021-05-25 12:34:00,05/25/2021 12:34:00 PM,1101 South Quinlan Park Road in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black,78738,30.328273,-97.926855
126312,A826936,Velvet,2021-05-25 16:00:00,05/25/2021 04:00:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Black,None,,
126313,A835092,*Finola,2021-05-23 11:03:00,05/23/2021 11:03:00 AM,7201 Levander Loop in Austin (TX),Public Assist,Normal,Dog,Intact Female,4 years,Labrador Retriever Mix,Brown/Yellow,78702,30.2523206,-97.6904572
126314,A835184,Del Rey,2021-05-24 14:57:00,05/24/2021 02:57:00 PM,2101 Simbrah in Travis (TX),Stray,Normal,Dog,Neutered Male,9 years,American Foxhound Mix,Black/White,None,,
126316,A834838,Buster,2021-05-19 08:16:00,05/19/2021 08:16:00 AM,Austin (TX),Owner Surrender,Injured,Dog,Neutered Male,3 years,Miniature Pinscher/Chihuahua Shorthair,Brown,None,,
126317,A833494,*Riker,2021-05-25 12:47:00,05/25/2021 12:47:00 PM,8511 Burnet Road in Austin (TX),Abandoned,Sick,Dog,Neutered Male,2 years,Pit Bull Mix,Fawn/Black,78757,30.366829,-97.727639
126318,A835277,Apollo,2021-05-25 15:19:00,05/25/2021 03:19:00 PM,2403 Towbridge Circle in Austin (TX),Stray,Injured,Dog,Neutered Male,2 years,Dachshund Longhair Mix,Gray,78723,30.311803500000003,-97.68252666869918
126319,A821569,Max,2021-05-25 16:17:00,05/25/2021 04:17:00 PM,780 Bastrop Highway in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Labrador Retriever/Pit Bull,Black/White,78742,30.2155687,-97.66343
126320,A835146,*Otto,2021-05-24 08:36:00,05/24/2021 08:36:00 AM,Burleson And Stassney in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Soft Coated Wheaten Terrier Mix,Tan,None,,
126321,A835278,*London,2021-05-25 15:04:00,05/25/2021 03:04:00 PM,4913 Hudson Bend Road in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby,None,,
126322,A835272,*Sugar,2021-05-25 14:27:00,05/25/2021 02:27:00 PM,Pall Mall Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair,Torbie,78748,30.168928,-97.845055
126323,A835193,*Jill,2021-05-24 16:32:00,05/24/2021 04:32:00 PM,Tillery And Lyons Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,None,,
126324,A835282,*Bristol,2021-05-25 15:04:00,05/25/2021 03:04:00 PM,4913 Hudson Bend Road in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Torbie/White,None,,
126325,A835097,*Snap,2021-05-23 11:24:00,05/23/2021 11:24:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Blue,None,,
126326,A830773,*Hazel,2021-03-16 11:28:00,03/16/2021 11:28:00 AM,5201 Scottish Thistle Drive in Austin (TX),Stray,Injured,Cat,Intact Female,3 years,Domestic Shorthair,Blue Tabby/White,78739,30.1928815,-97.86962775781251
126327,A834850,Huhu,2021-05-19 13:10:00,05/19/2021 01:10:00 PM,12221 Avis Road in Travis (TX),Stray,Normal,Dog,Intact Male,4 years,Chihuahua Shorthair Mix,Tan/White,78616,30.062316,-97.664269
126328,A835294,*Bert,2021-05-25 17:38:00,05/25/2021 05:38:00 PM,Lake Charles Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby,78744,30.1674467,-97.7416104
126329,A835099,*Pop,2021-05-23 11:24:00,05/23/2021 11:24:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Tortie,None,,
126330,A835098,*Crackle,2021-05-23 11:24:00,05/23/2021 11:24:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Tortie,None,,
126331,A833522,Frankie,2021-05-26 10:17:00,05/26/2021 10:17:00 AM,703 Valdez Street in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Boston Terrier,Black/White,78741,30.234703,-97.69161526108871
126332,A835279,*Manchester,2021-05-25 15:04:00,05/25/2021 03:04:00 PM,4913 Hudson Bend Road in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby,None,,
126333,A835281,*Brighton,2021-05-25 15:04:00,05/25/2021 03:04:00 PM,4913 Hudson Bend Road in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby/White,None,,
126334,A834884,*Walter,2021-05-19 16:13:00,05/19/2021 04:13:00 PM,6305 Okner Lane in Austin (TX),Stray,Medical,Cat,Intact Male,2 years,Domestic Medium Hair,Brown Tabby/White,78745,30.203526,-97.79079208655281
126335,A835270,*Jack,2021-05-25 13:57:00,05/25/2021 01:57:00 PM,7801 Shoal Creek in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Blue,None,,
126336,A835064,,2021-05-22 15:13:00,05/22/2021 03:13:00 PM,124 West Anderson Lane in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black Tabby/White,78757,30.344704,-97.70524401046242
126337,A835295,*Ernie,2021-05-25 17:38:00,05/25/2021 05:38:00 PM,Lake Charles Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby,78744,30.1674467,-97.7416104
126338,A835094,*A835094,2021-05-23 11:44:00,05/23/2021 11:44:00 AM,10700 Middle Fiskville in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Dachshund,Brown,None,,
126339,A835273,*Spice,2021-05-25 14:27:00,05/25/2021 02:27:00 PM,Pall Mall Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby,78748,30.168928,-97.845055
126340,A832369,Lava,2021-04-12 11:15:00,04/12/2021 11:15:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie,None,,
126341,A834854,*Babka,2021-05-19 11:45:00,05/19/2021 11:45:00 AM,1619 Willow Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Blue Tabby/White,78702,30.256823,-97.72766538764454
126342,A835288,*Nigel,2021-05-25 15:34:00,05/25/2021 03:34:00 PM,15300 Bratton Lane in Austin (TX),Stray,Sick,Dog,Intact Male,9 months,Chihuahua Shorthair/Dachshund,Red,None,,
126343,A834877,*A834877,2021-05-19 16:04:00,05/19/2021 04:04:00 PM,8007 Dampton in Austin (TX),Stray,Injured,Cat,Neutered Male,5 years,Domestic Shorthair,Orange Tabby,None,,
126344,A834853,*Chiffon,2021-05-19 11:45:00,05/19/2021 11:45:00 AM,1619 Willow Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Blue Tabby/White,78702,30.256823,-97.72766538764454
126345,A834920,*A834920,2021-05-20 09:00:00,05/20/2021 09:00:00 AM,Austin (TX),Stray,Injured,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby,None,,
126346,A835320,A835320,2021-05-26 11:23:00,05/26/2021 11:23:00 AM,5317 Painted Shield Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby/White,78735,30.2551715,-97.83630746818181
126347,A834765,*A834765,2021-05-18 11:06:00,05/18/2021 11:06:00 AM,609 Hyde Park Place in Austin (TX),Stray,Injured,Cat,Intact Male,3 years,Domestic Shorthair,Black/White,78748,30.1767645,-97.7989118225625
126348,A835047,*Huey,2021-05-22 09:13:00,05/22/2021 09:13:00 AM,S Pleasant Valley Rd And Turnstone Dr in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Cairn Terrier/Chihuahua Shorthair,Tan/Brown,None,,
126350,A833180,*A833180,2021-04-27 20:46:00,04/27/2021 08:46:00 PM,1910 Boulding Avenue in Austin (TX),Stray,Behavior,Cat,Intact Female,2 years,Domestic Shorthair,Tortie,None,,
126351,A835293,Prinni,2021-05-25 17:03:00,05/25/2021 05:03:00 PM,4006 South Lamar in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,German Shepherd Mix,Brown/White,78704,30.2363889,-97.7826467
126352,A835323,Muffin,2021-05-26 12:12:00,05/26/2021 12:12:00 PM,Pflugerville (TX),Owner Surrender,Normal,Other,Intact Female,2 years,Guinea Pig,Tricolor,None,,
126353,A835325,A835325,2021-05-26 12:33:00,05/26/2021 12:33:00 PM,7203 Schebler Street in Travis (TX),Stray,Nursing,Cat,Intact Female,2 years,Domestic Shorthair,Brown Tabby,78719,30.1566355,-97.64875378585272
126354,A835327,A835327,2021-05-26 12:33:00,05/26/2021 12:33:00 PM,7203 Schebler Street in Travis (TX),Stray,Nursing,Cat,Intact Female,4 weeks,Domestic Shorthair,Brown Tabby,78719,30.1566355,-97.64875378585272
126355,A753367,Zeus,2021-05-26 13:48:00,05/26/2021 01:48:00 PM,10101 West Parmer Lane in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Cairn Terrier Mix,Tan,78717,30.489332,-97.773494
126356,A835341,Eros,2021-05-26 13:48:00,05/26/2021 01:48:00 PM,10101 West Parmer Lane in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,5 years,Cairn Terrier Mix,Red,78717,30.489332,-97.773494
126357,A835331,A835331,2021-05-26 12:33:00,05/26/2021 12:33:00 PM,7203 Schebler Street in Travis (TX),Stray,Nursing,Cat,Intact Female,4 weeks,Domestic Shorthair,Black,78719,30.1566355,-97.64875378585272
126358,A820901,Pitufo,2021-05-26 13:37:00,05/26/2021 01:37:00 PM,4907 Ledesma in Austin (TX),Public Assist,Normal,Dog,Neutered Male,6 years,Jack Russell Terrier Mix,Tricolor,None,,
126359,A835326,A835326,2021-05-26 12:33:00,05/26/2021 12:33:00 PM,7203 Schebler Street in Travis (TX),Stray,Nursing,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby,78719,30.1566355,-97.64875378585272
126360,A835333,A835333,2021-05-26 12:33:00,05/26/2021 12:33:00 PM,7203 Schebler Street in Travis (TX),Stray,Nursing,Cat,Intact Female,4 weeks,Domestic Shorthair,Black,78719,30.1566355,-97.64875378585272
126361,A835330,A835330,2021-05-26 12:33:00,05/26/2021 12:33:00 PM,7203 Schebler Street in Travis (TX),Stray,Nursing,Cat,Intact Female,4 weeks,Domestic Shorthair,Black,78719,30.1566355,-97.64875378585272
126362,A835329,A835329,2021-05-26 12:33:00,05/26/2021 12:33:00 PM,7203 Schebler Street in Travis (TX),Stray,Nursing,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby,78719,30.1566355,-97.64875378585272
126363,A835328,A835328,2021-05-26 12:33:00,05/26/2021 12:33:00 PM,7203 Schebler Street in Travis (TX),Stray,Nursing,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby,78719,30.1566355,-97.64875378585272
126364,A835332,A835332,2021-05-26 12:33:00,05/26/2021 12:33:00 PM,7203 Schebler Street in Travis (TX),Stray,Nursing,Cat,Intact Male,4 weeks,Domestic Shorthair,Black,78719,30.1566355,-97.64875378585272
126365,A835291,Lotto,2021-05-25 17:22:00,05/25/2021 05:22:00 PM,8000 Decker in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever,Yellow,None,,
126366,A834724,A834724,2021-05-18 13:48:00,05/18/2021 01:48:00 PM,2001 South Mopac Expressway in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Black,78746,30.259326,-97.794858
126367,A835347,Mono,2021-05-26 15:54:00,05/26/2021 03:54:00 PM,6309 Boyce Lane in Austin (TX),Stray,Behavior,Dog,Intact Male,2 years,Catahoula Mix,Brown Merle/White,78754,30.3626765,-97.60926134220558
126368,A835078,Nellie,2021-05-23 07:27:00,05/23/2021 07:27:00 AM,7924 Research Boulevard in Austin (TX),Public Assist,Normal,Dog,Spayed Female,5 years,Standard Schnauzer/Australian Shepherd,Gray/White,78757,30.352303911447343,-97.71484698228947
126369,A835312,A835312,2021-05-26 09:52:00,05/26/2021 09:52:00 AM,Austin (TX),Stray,Nursing,Cat,Intact Male,1 day,Domestic Shorthair,Black/White,None,,
126370,A835345,Oso,2021-05-26 15:53:00,05/26/2021 03:53:00 PM,6309 Boyce Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Brown Merle,78754,30.3626765,-97.60926134220558
126371,A835352,Al Capone,2021-05-26 14:58:00,05/26/2021 02:58:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Black/White,None,,
126372,A833734,Major,2021-05-04 17:12:00,05/04/2021 05:12:00 PM,Blake Manor Road in Manor (TX),Stray,Sick,Dog,Intact Male,4 weeks,German Shepherd,Black/Tan,78653,30.3201133,-97.5416296
126373,A835349,Wishbone,2021-05-26 14:58:00,05/26/2021 02:58:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Jack Russell Terrier/Chihuahua Shorthair,White/Brown,None,,
126374,A834875,Snowie,2021-05-19 14:23:00,05/19/2021 02:23:00 PM,5741 Pinon Vista Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever Mix,White/Black,78724,30.288508,-97.64415283552631
126375,A835356,Rocky,2021-05-26 16:41:00,05/26/2021 04:41:00 PM,Howard Lane And The Lakes in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Siberian Husky,White/Black,None,,
126376,A835354,A835354,2021-05-26 16:08:00,05/26/2021 04:08:00 PM,7201 Levander Loop in Austin (TX),Abandoned,Normal,Cat,Intact Female,1 month,Domestic Shorthair,White/Black,78702,30.2523206,-97.6904572
126377,A835178,Prince Zelda,2021-05-24 13:51:00,05/24/2021 01:51:00 PM,14821 Navarro Creek Pass in Travis (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue,None,,
126378,A835361,Peluchin,2021-05-26 17:36:00,05/26/2021 05:36:00 PM,Dessau Road And Parmer Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Maltese Mix,White,78753,30.3805154,-97.6528849
126379,A835353,A835353,2021-05-26 16:08:00,05/26/2021 04:08:00 PM,7201 Levander Loop in Austin (TX),Abandoned,Normal,Cat,Intact Female,1 month,Domestic Shorthair,White/Black,78702,30.2523206,-97.6904572
126380,A835337,,2021-05-26 13:44:00,05/26/2021 01:44:00 PM,1628 Ohlen Road in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Black Smoke,78758,30.364492,-97.716107
126381,A835340,,2021-05-26 13:44:00,05/26/2021 01:44:00 PM,1628 Ohlen Road in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Black Smoke,78758,30.364492,-97.716107
126382,A835338,,2021-05-26 13:44:00,05/26/2021 01:44:00 PM,1628 Ohlen Road in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Black Smoke,78758,30.364492,-97.716107
126383,A835339,,2021-05-26 13:44:00,05/26/2021 01:44:00 PM,1628 Ohlen Road in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Black Smoke,78758,30.364492,-97.716107
126384,A835322,,2021-05-26 15:53:00,05/26/2021 03:53:00 PM,Tanney Street And Springdale Road in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Torbie,None,,
126385,A835254,,2021-05-25 12:47:00,05/25/2021 12:47:00 PM,11507 Moore Road in Travis (TX),Stray,Injured,Cat,Intact Female,1 month,Domestic Shorthair,Orange Tabby,78719,30.123256,-97.671674
126386,A835121,*Frankie,2021-05-23 14:54:00,05/23/2021 02:54:00 PM,Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Blue,None,,
126387,A835122,*Fran,2021-05-23 14:54:00,05/23/2021 02:54:00 PM,Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Torbie,None,,
126388,A835008,*Wonton,2021-05-21 12:43:00,05/21/2021 12:43:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Tortie,None,,
126389,A832930,*Pebbles,2021-04-21 14:56:00,04/21/2021 02:56:00 PM,25500 Red Brangus Road in Travis (TX),Abandoned,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Tortie,None,,
126390,A832931,*Kuro,2021-04-21 14:56:00,04/21/2021 02:56:00 PM,25500 Red Brangus Road in Travis (TX),Abandoned,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Black,None,,
126391,A832951,*Baloo,2021-04-21 14:56:00,04/21/2021 02:56:00 PM,25500 Red Brangus Road in Travis (TX),Abandoned,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue,None,,
126392,A835003,*Unagi,2021-05-21 12:43:00,05/21/2021 12:43:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black/White,None,,
126393,A835180,Chulo,2021-05-27 11:28:00,05/27/2021 11:28:00 AM,18804 Mc Angus Court in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Rat Terrier/Pit Bull,Black/Brown,None,,
126394,A835396,Ranger,2021-05-27 11:24:00,05/27/2021 11:24:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Siberian Husky,White/Black,None,,
126395,A835182,,2021-05-24 14:41:00,05/24/2021 02:41:00 PM,1919 Willow Creek in Austin (TX),Stray,Normal,Dog,Intact Female,6 years,Maltese,White,None,,
126396,A835166,,2021-05-24 11:03:00,05/24/2021 11:03:00 AM,521 Blackberry Drive in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Chihuahua Shorthair,Black/Red,78745,30.1871365,-97.789199225
126397,A834903,*Mikey,2021-05-19 20:21:00,05/19/2021 08:21:00 PM,2200 South Pleasant Valley Road in Austin (TX),Stray,Sick,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby,78741,30.2314055,-97.72603308340801
126398,A835350,Max,2021-05-26 15:37:00,05/26/2021 03:37:00 PM,11800 Garden Grove Drive in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Miniature Poodle,White,78725,30.2247275,-97.63012185397727
126399,A835238,,2021-05-25 10:52:00,05/25/2021 10:52:00 AM,Fm 812 in Travis (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever,Yellow,76570,31.130231248936063,-97.05945073264965
126400,A832084,Garfield,2021-04-07 10:38:00,04/07/2021 10:38:00 AM,5622 Emerald Forest Drive in Austin (TX),Stray,Injured,Cat,Neutered Male,2 years,Domestic Shorthair,Gray/White,78745,30.2100345,-97.78792754578754
126401,A832696,Hela,2021-04-18 13:11:00,04/18/2021 01:11:00 PM,Normandy Street in Austin (TX),Public Assist,Normal,Cat,Spayed Female,2 years,Domestic Longhair,Blue,78704-7205,30.224383,-97.769248
126402,A835399,A835399,2021-05-27 11:07:00,05/27/2021 11:07:00 AM,443 Bastrop Highway in Austin (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair,Tortie,78742,30.238758,-97.686318
126403,A832938,*Anne,2021-04-21 14:56:00,04/21/2021 02:56:00 PM,25500 Red Brangus Road in Travis (TX),Abandoned,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Blue,None,,
126404,A835113,,2021-05-23 14:27:00,05/23/2021 02:27:00 PM,11700 Metric Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Chihuahua Longhair Mix,Tan,78758,30.3964235,-97.7067935
126406,A831755,*Petey,2021-04-01 13:29:00,04/01/2021 01:29:00 PM,Travis (TX),Owner Surrender,Normal,Cat,Intact Male,2 days,Domestic Shorthair,Brown Tabby,None,,
126407,A831758,*Patrick,2021-04-01 13:29:00,04/01/2021 01:29:00 PM,Travis (TX),Owner Surrender,Normal,Cat,Intact Male,2 days,Domestic Shorthair,Brown Tabby,None,,
126408,A835398,A835398,2021-05-27 11:07:00,05/27/2021 11:07:00 AM,443 Bastrop Highway in Austin (TX),Stray,Nursing,Cat,Intact Female,2 weeks,Domestic Shorthair,Tortie,78742,30.238758,-97.686318
126409,A835111,,2021-05-23 14:27:00,05/23/2021 02:27:00 PM,11700 Metric Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,11 months,Yorkshire Terrier Mix,Black/White,78758,30.3964235,-97.7067935
126410,A835116,*Catarina,2021-05-23 14:50:00,05/23/2021 02:50:00 PM,2406 Oak Crest in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Gray Tabby/White,None,,
126411,A835380,*Picasso,2021-05-27 08:15:00,05/27/2021 08:15:00 AM,Bluff Springs And William Cannon in Austin (TX),Stray,Sick,Dog,Intact Male,1 month,Pit Bull,Brown Brindle/White,78744,30.1894491,-97.7678721
126412,A835381,*Monet,2021-05-27 08:15:00,05/27/2021 08:15:00 AM,Bluff Springs And William Cannon in Austin (TX),Stray,Sick,Dog,Intact Male,1 month,Pit Bull,Brown Brindle/White,78744,30.1894491,-97.7678721
126413,A835384,*Degas,2021-05-27 08:15:00,05/27/2021 08:15:00 AM,Bluff Springs And William Cannon in Austin (TX),Stray,Sick,Dog,Intact Male,1 month,Pit Bull,Blue Tiger/White,78744,30.1894491,-97.7678721
